"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","DAPI-A","FITC-A","PE-A","V-510_50-A","Time"
123041,41754,193122,113998,23249,262143,5430.77,122.61,146.4,285.12,176.21,52.7881
124413,42943,189868,116742,24326,262143,5891.33,148.07,178.12,275.22,182.24,53.2242
125140,41145,199324,108974,25054,262143,2474.5,145.39,197.64,235.62,208.37,53.3755
127865,42179,198672,111892,25286,262143,1526.11,148.07,153.72,270.27,183.58,53.5332
122911,40429,199240,130068,30497,262143,1513.99,109.21,170.8,279.18,193.63,53.8222
133242,46204,188991,103755,22565,262143,1225.13,124.62,125.66,227.7,161.47,54.4023
125176,42756,191868,99907,20725,262143,1484.7,126.63,157.38,250.47,192.96,55.3082
141682,49983,185768,108030,29315,241509,1454.4,132.66,92.72,283.14,170.18,55.326
124880,40917,200018,111362,25088,262143,1697.81,146.73,174.46,257.4,211.05,55.3491
116616,38022,201003,111249,23826,262143,6622.57,136.68,135.42,306.9,172.86,55.4038
128057,43217,194191,104966,21076,262143,1167.56,93.13,136.64,247.5,121.94,55.7622
126785,44262,187722,116293,23872,262143,1267.55,129.31,187.88,292.05,150.08,56.2151
118631,43150,180177,111515,23591,262143,1486.72,155.44,137.86,248.49,204.35,56.2435
119701,44366,176819,96209.2,24445,257933,1907.89,144.05,196.42,233.64,202.34,56.3654
155111,57566,176586,75247.2,20564,239807,1167.56,328.3,191.54,162.36,246.56,56.3832
132527,44877,193535,120968,23740,262143,1536.21,147.4,191.54,303.93,190.95,56.5861
121883,39365,202914,111931,21524,262143,3294.62,145.39,146.4,279.18,173.53,56.6701
123345,38806,208306,122514,25105,262143,1361.48,115.91,167.14,290.07,188.27,56.7469
125370,41422,198354,115732,26923,262143,1631.15,159.46,181.78,306.9,197.65,56.9665
127670,44466,188165,116756,27184,262143,1423.09,152.09,148.84,314.82,213.06,57.1494
126565,43531,190544,97098.6,20236,262143,1171.6,151.42,150.06,256.41,146.73,57.1998
124122,41881,194228,116870,25156,262143,2127.06,140.7,203.74,252.45,178.22,57.3869
131838,45961,187988,112385,23485,262143,1244.32,144.72,120.78,233.64,178.89,57.4047
144769,39199,242036,137024,25376,262143,141.4,119.26,233.02,228.69,152.09,57.4226
134058,43630,201366,115029,22179,262143,1742.25,148.74,220.82,297,197.65,57.6002
128995,43543,194149,81493.6,19480,262143,970.61,130.65,109.8,177.21,184.25,58.3316
111795,34873,210094,117814,26180,262143,2130.09,102.51,128.1,319.77,142.71,59.4088
131625,43876,196603,116933,24867,262143,1447.33,165.49,174.46,333.63,203.68,59.433
122901,41943,192032,111931,26210,262143,1564.49,143.38,200.08,281.16,203.01,59.8723
131882,45299,190800,97783,20492,262143,1066.56,136.68,196.42,245.52,213.73,59.909
121538,40777,195333,115177,25582,262143,1550.35,119.93,146.4,264.33,180.9,60.0236
115444,36799,205597,123207,26762,262143,1505.91,129.31,150.06,260.37,168.84,60.0414
122808,41407,194372,114287,23490,262143,1345.32,136.01,123.22,285.12,188.94,60.0614
132459,45414,191149,117774,28497,262143,1591.76,150.08,187.88,342.54,198.32,60.4902
133604,48034,182285,103150,21755,262143,1778.61,141.37,130.54,263.34,192.29,60.5186
124756,42426,192712,114773,22920,262143,1477.63,148.07,180.56,311.85,192.29,60.5417
120380,42135,187237,108431,22618,262143,1629.13,125.96,140.3,302.94,144.72,60.5616
151202,53954,183660,117517,24227,262143,1397.84,111.89,157.38,292.05,192.29,60.5827
