"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","DAPI-A","FITC-A","PE-A","V-510_50-A","Time"
123660,40859,198345,114779,23449,262143,18984,112.56,180.56,304.92,158.12,85.672
115494,34535,219169,118053,23130,262143,16621.6,90.45,90.28,309.87,160.8,86.6604
123626,42381,191169,115013,23388,262143,16981.1,82.41,128.1,312.84,130.65,86.7189
133429,47239,185110,121401,24826,262143,12415.9,154.1,186.66,302.94,182.91,86.7381
130206,42170,202353,118046,22726,262143,8857.7,71.69,114.68,253.44,130.65,87.0568
129902,44472,191429,118217,27494,262143,15597.4,134.67,197.64,295.02,211.05,87.0941
136658,47500,188548,97281.6,22848,262143,10968.6,86.43,124.44,231.66,129.98,87.1385
118581,40155,193533,113076,24975,262143,16418.6,111.22,129.32,273.24,146.06,88.0876
140054,48224,190333,103771,24882,262143,11792.8,124.62,148.84,264.33,178.22,88.1058
125878,41738,197651,125294,26659,262143,11050.4,151.42,185.44,303.93,175.54,88.1229
133223,45310,192693,115216,22796,262143,15264.1,144.72,172.02,347.49,168.17,88.3348
130873,47124,182007,115190,26051,262143,13872.3,143.38,165.92,258.39,208.37,88.8895
126246,44515,185862,120808,25550,262143,15205.5,151.42,120.78,274.23,164.82,88.9752
113884,44023,169536,106835,25472,262143,31460.5,1392.93,4146.78,1237.5,2034.12,89.8709
127875,45727,183270,107536,24841,262143,16709.4,135.34,159.82,248.49,176.21,89.8891
122436,38687,207407,120104,27928,262143,20710,89.11,174.46,289.08,145.39,89.9042
121442,39870,199620,110023,21773,262143,15626.7,116.58,161.04,261.36,172.19,89.9193
118017,37815,204532,113997,24769,262143,14752.1,137.35,163.48,293.04,186.93,89.9344
